timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1727818314087,3515,Corporate-1,200,OK,Thread Group 1-9,text,true,,303446,135,10,10,https://www.simplilearn.com/corporate-training,1352,0,1150
1727818317602,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818317603,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818314645,3187,Corporate,200,OK,Thread Group 1-10,text,true,,304026,270,10,10,https://www.simplilearn.com/corporate-training,758,0,601
1727818314645,758,Corporate-0,301,Moved Permanently,Thread Group 1-10,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,758,0,601
1727818315403,2429,Corporate-1,200,OK,Thread Group 1-10,text,true,,303439,135,10,10,https://www.simplilearn.com/corporate-training,1742,0,1444
1727818317833,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818317834,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818314587,3254,Corporate,200,OK,Thread Group 1-3,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,648,0,0
1727818314587,648,Corporate-0,301,Moved Permanently,Thread Group 1-3,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,648,0,0
1727818315236,2605,Corporate-1,200,OK,Thread Group 1-3,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,161,0,0
1727818317842,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,875,0,10,10,null,0,0,0
1727818317842,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,875,0,10,10,null,0,0,0
1727818317087,844,Corporate,200,OK,Thread Group 1-8,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,131,0,0
1727818317087,131,Corporate-0,301,Moved Permanently,Thread Group 1-8,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,131,0,0
1727818317219,712,Corporate-1,200,OK,Thread Group 1-8,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,146,0,0
1727818317932,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818317932,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818317085,1237,Corporate,200,OK,Thread Group 1-5,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,117,0,0
1727818317085,117,Corporate-0,301,Moved Permanently,Thread Group 1-5,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,117,0,0
1727818317202,1120,Corporate-1,200,OK,Thread Group 1-5,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,156,0,0
1727818318323,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-5,text,false,,875,0,10,10,null,0,0,0
1727818318323,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-5,text,false,,875,0,10,10,null,0,0,0
1727818317056,1505,Corporate,200,OK,Thread Group 1-7,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,126,0,0
1727818317056,126,Corporate-0,301,Moved Permanently,Thread Group 1-7,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,126,0,0
1727818317183,1378,Corporate-1,200,OK,Thread Group 1-7,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,160,0,0
1727818318561,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-7,text,false,,875,0,10,10,null,0,0,0
1727818318562,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-7,text,false,,875,0,10,10,null,0,0,0
1727818317066,1587,Corporate,200,OK,Thread Group 1-1,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,123,0,0
1727818317066,123,Corporate-0,301,Moved Permanently,Thread Group 1-1,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,123,0,0
1727818317189,1464,Corporate-1,200,OK,Thread Group 1-1,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,169,0,0
1727818318653,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,875,0,10,10,null,0,0,0
1727818318653,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,875,0,10,10,null,0,0,0
1727818317834,944,Corporate,200,OK,Thread Group 1-10,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,248,0,0
1727818317834,248,Corporate-0,301,Moved Permanently,Thread Group 1-10,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,248,0,0
1727818318082,696,Corporate-1,200,OK,Thread Group 1-10,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,229,0,0
1727818318779,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818318780,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818317933,943,Corporate,200,OK,Thread Group 1-8,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,204,0,0
1727818317933,204,Corporate-0,301,Moved Permanently,Thread Group 1-8,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,204,0,0
1727818318137,739,Corporate-1,200,OK,Thread Group 1-8,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,272,0,0
1727818318877,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818318877,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818317603,1278,Corporate,200,OK,Thread Group 1-9,text,true,,304033,270,10,10,https://www.simplilearn.com/corporate-training,309,0,0
1727818317603,309,Corporate-0,301,Moved Permanently,Thread Group 1-9,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,309,0,0
1727818317913,968,Corporate-1,200,OK,Thread Group 1-9,text,true,,303446,135,10,10,https://www.simplilearn.com/corporate-training,213,0,0
1727818317317,1564,Corporate,200,OK,Thread Group 1-4,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,168,0,0
1727818317317,168,Corporate-0,301,Moved Permanently,Thread Group 1-4,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,168,0,0
1727818317485,1396,Corporate-1,200,OK,Thread Group 1-4,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,223,0,0
1727818318881,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818318882,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,875,0,10,10,null,0,0,0
1727818318882,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818318882,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,875,0,10,10,null,0,0,0
1727818317072,1892,Corporate,200,OK,Thread Group 1-6,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,119,0,0
1727818317072,119,Corporate-0,301,Moved Permanently,Thread Group 1-6,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,119,0,0
1727818317192,1772,Corporate-1,200,OK,Thread Group 1-6,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,199,0,0
1727818318965,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-6,text,false,,875,0,10,10,null,0,0,0
1727818318965,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-6,text,false,,875,0,10,10,null,0,0,0
1727818317500,1582,Corporate,200,OK,Thread Group 1-2,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,190,0,0
1727818317500,190,Corporate-0,301,Moved Permanently,Thread Group 1-2,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,190,0,0
1727818317690,1392,Corporate-1,200,OK,Thread Group 1-2,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,308,0,0
1727818319083,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-2,text,false,,875,0,10,10,null,0,0,0
1727818319084,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-2,text,false,,875,0,10,10,null,0,0,0
1727818318781,875,Corporate,200,OK,Thread Group 1-10,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,137,0,0
1727818318781,137,Corporate-0,301,Moved Permanently,Thread Group 1-10,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,137,0,0
1727818318918,738,Corporate-1,200,OK,Thread Group 1-10,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,92,0,0
1727818319657,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818319657,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818318878,827,Corporate,200,OK,Thread Group 1-8,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,85,0,0
1727818318878,85,Corporate-0,301,Moved Permanently,Thread Group 1-8,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,85,0,0
1727818318963,742,Corporate-1,200,OK,Thread Group 1-8,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,122,0,0
1727818319705,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818319706,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818318882,1020,Corporate,200,OK,Thread Group 1-9,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,95,0,0
1727818318882,95,Corporate-0,301,Moved Permanently,Thread Group 1-9,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,95,0,0
1727818318977,925,Corporate-1,200,OK,Thread Group 1-9,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,208,0,0
1727818319903,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818319903,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818317843,2243,Corporate,200,OK,Thread Group 1-3,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,256,0,0
1727818317843,256,Corporate-0,301,Moved Permanently,Thread Group 1-3,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,256,0,0
1727818318099,1987,Corporate-1,200,OK,Thread Group 1-3,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,311,0,0
1727818320097,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,875,0,10,10,null,0,0,0
1727818320097,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,875,0,10,10,null,0,0,0
1727818319706,956,Corporate,200,OK,Thread Group 1-8,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,172,0,0
1727818319706,172,Corporate-0,301,Moved Permanently,Thread Group 1-8,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,172,0,0
1727818319878,784,Corporate-1,200,OK,Thread Group 1-8,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,286,0,0
1727818320663,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818320663,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818319657,1064,Corporate,200,OK,Thread Group 1-10,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,201,0,0
1727818319657,201,Corporate-0,301,Moved Permanently,Thread Group 1-10,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,201,0,0
1727818319858,863,Corporate-1,200,OK,Thread Group 1-10,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,220,0,0
1727818320722,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818320722,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818318324,2451,Corporate,200,OK,Thread Group 1-5,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,355,0,0
1727818318324,355,Corporate-0,301,Moved Permanently,Thread Group 1-5,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,355,0,0
1727818318679,2096,Corporate-1,200,OK,Thread Group 1-5,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,214,0,0
1727818320776,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-5,text,false,,875,0,10,10,null,0,0,0
1727818320776,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-5,text,false,,875,0,10,10,null,0,0,0
1727818318883,1963,Corporate,200,OK,Thread Group 1-4,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,95,0,0
1727818318883,95,Corporate-0,301,Moved Permanently,Thread Group 1-4,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,95,0,0
1727818318978,1868,Corporate-1,200,OK,Thread Group 1-4,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,412,0,0
1727818320847,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,875,0,10,10,null,0,0,0
1727818320848,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,875,0,10,10,null,0,0,0
1727818318562,2334,Corporate,200,OK,Thread Group 1-7,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,283,0,0
1727818318562,283,Corporate-0,301,Moved Permanently,Thread Group 1-7,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,283,0,0
1727818318846,2050,Corporate-1,200,OK,Thread Group 1-7,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,135,0,0
1727818320896,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-7,text,false,,875,0,10,10,null,0,0,0
1727818320897,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-7,text,false,,875,0,10,10,null,0,0,0
1727818319904,1063,Corporate,200,OK,Thread Group 1-9,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,392,0,0
1727818319904,393,Corporate-0,301,Moved Permanently,Thread Group 1-9,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,392,0,0
1727818320297,670,Corporate-1,200,OK,Thread Group 1-9,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,422,0,0
1727818320968,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818320969,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818318654,2317,Corporate,200,OK,Thread Group 1-1,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,223,0,0
1727818318654,223,Corporate-0,301,Moved Permanently,Thread Group 1-1,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,223,0,0
1727818318877,2094,Corporate-1,200,OK,Thread Group 1-1,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,127,0,0
1727818320971,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,875,0,10,10,null,0,0,0
1727818320972,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-1,text,false,,875,0,10,10,null,0,0,0
1727818319085,2136,Corporate,200,OK,Thread Group 1-2,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,625,0,0
1727818319085,625,Corporate-0,301,Moved Permanently,Thread Group 1-2,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,625,0,0
1727818319710,1511,Corporate-1,200,OK,Thread Group 1-2,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,196,0,0
1727818321222,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-2,text,false,,875,0,10,10,null,0,0,0
1727818321222,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-2,text,false,,875,0,10,10,null,0,0,0
1727818320664,567,Corporate,200,OK,Thread Group 1-8,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,231,0,0
1727818320664,231,Corporate-0,301,Moved Permanently,Thread Group 1-8,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,231,0,0
1727818320896,335,Corporate-1,200,OK,Thread Group 1-8,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,113,0,0
1727818321232,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818321232,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818320723,1028,Corporate,200,OK,Thread Group 1-10,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,193,0,0
1727818320723,193,Corporate-0,301,Moved Permanently,Thread Group 1-10,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,193,0,0
1727818320917,834,Corporate-1,200,OK,Thread Group 1-10,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,148,0,0
1727818321752,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818321752,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-10,text,false,,875,0,10,10,null,0,0,0
1727818320970,813,Corporate,200,OK,Thread Group 1-9,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,162,0,0
1727818320970,162,Corporate-0,301,Moved Permanently,Thread Group 1-9,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,162,0,0
1727818321132,651,Corporate-1,200,OK,Thread Group 1-9,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,206,0,0
1727818321784,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818321784,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818320848,1232,Corporate,200,OK,Thread Group 1-4,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,134,0,0
1727818320848,135,Corporate-0,301,Moved Permanently,Thread Group 1-4,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,134,0,0
1727818320983,1097,Corporate-1,200,OK,Thread Group 1-4,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,201,0,0
1727818322081,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,875,0,10,10,null,0,0,0
1727818322082,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-4,text,false,,875,0,10,10,null,0,0,0
1727818321233,865,Corporate,200,OK,Thread Group 1-8,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,345,0,0
1727818321233,345,Corporate-0,301,Moved Permanently,Thread Group 1-8,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,345,0,0
1727818321579,519,Corporate-1,200,OK,Thread Group 1-8,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,290,0,0
1727818322099,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818322100,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-8,text,false,,875,0,10,10,null,0,0,0
1727818318965,3170,Corporate,200,OK,Thread Group 1-6,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,109,0,0
1727818318965,109,Corporate-0,301,Moved Permanently,Thread Group 1-6,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,109,0,0
1727818319075,3060,Corporate-1,200,OK,Thread Group 1-6,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,829,0,0
1727818322136,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-6,text,false,,875,0,10,10,null,0,0,0
1727818322137,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-6,text,false,,875,0,10,10,null,0,0,0
1727818320098,2160,Corporate,200,OK,Thread Group 1-3,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,539,0,0
1727818320098,539,Corporate-0,301,Moved Permanently,Thread Group 1-3,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,539,0,0
1727818320638,1620,Corporate-1,200,OK,Thread Group 1-3,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,267,0,0
1727818322258,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,875,0,10,10,null,0,0,0
1727818322259,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-3,text,false,,875,0,10,10,null,0,0,0
1727818321785,860,Corporate,200,OK,Thread Group 1-9,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,365,0,0
1727818321785,366,Corporate-0,301,Moved Permanently,Thread Group 1-9,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,365,0,0
1727818322151,494,Corporate-1,200,OK,Thread Group 1-9,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,136,0,0
1727818322645,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818322646,0,,Non HTTP response code: java.net.MalformedURLException,Non HTTP response message: Illegal character found in host: '/',Thread Group 1-9,text,false,,875,0,10,10,null,0,0,0
1727818322100,592,Corporate,200,OK,Thread Group 1-8,text,true,,304025,270,10,10,https://www.simplilearn.com/corporate-training,132,0,0
1727818322100,132,Corporate-0,301,Moved Permanently,Thread Group 1-8,text,true,,587,135,10,10,http://www.simplilearn.com/corporate-training,132,0,0
1727818322233,459,Corporate-1,200,OK,Thread Group 1-8,text,true,,303438,135,10,10,https://www.simplilearn.com/corporate-training,187,0,0
